Symbol,Returns,Volatility
3MINDIA.NS,-0.0003288826830265595,0.018410950316826977
ABB.NS,-0.000997511925979965,0.02165891883060478
ACC.NS,-0.0010034015641620956,0.02461388490826153
AIAENG.NS,0.002528729319628706,0.022824076246250553
APLAPOLLO.NS,-0.0005718577907950356,0.01658483576690382
AUBANK.NS,0.00035207978694575253,0.023218135204969795
AARTIDRUGS.NS,0.0011367835714579245,0.02321435790674419
AAVAS.NS,-0.001784777342236181,0.01493175907039257
ABBOTINDIA.NS,6.257074459307148e-05,0.018965301042022625
ADANIENT.NS,0.0029938140498771,0.024341939901627984
ADANIGREEN.NS,0.0026949114997283285,0.03451290421740328
ADANIPORTS.NS,8.609117890694084e-05,0.022432920046024946
ATGL.NS,0.0027987156687714777,0.029349797476387343
ADANITRANS.NS,-0.0012711916265154232,0.023279257339766428
ABCAPITAL.NS,0.0013162393918199375,0.03373714436515601
ABFRL.NS,0.0003996388402537475,0.02874054112425525
ABSLAMC.NS,0.0014717516619029572,0.019251753625708422
ADVENZYMES.NS,-0.0004532936967278687,0.016539021106341357
AEGISCHEM.NS,-0.0008028611183903071,0.014741340279707929
AFFLE.NS,-0.0010590284590175515,0.02173080604446731
AJANTPHARM.NS,0.0017428640957383606,0.033477011995584095
APLLTD.NS,-0.0012029653680821022,0.03334446124860838
ALKEM.NS,-0.0016253738749868235,0.017844748904905103
ALKYLAMINE.NS,-0.0014733864490909915,0.030857136847014247
ALLCARGO.NS,0.0010663972069926196,0.021887798911185176
ALOKINDS.NS,0.000621910554981633,0.03466656060150482
AMARAJABAT.NS,-0.00017698403031899204,0.024054649357341838
AMBER.NS,0.0014909436491162378,0.027589202133918068
AMBUJACEM.NS,-0.0012695881642020366,0.015295849896859118
ANGELONE.NS,0.00024064076488906905,0.02338064614600399
ANURAS.NS,0.0007585869993427189,0.022946570899503773
APOLLOHOSP.NS,0.00010670286824137997,0.028970402898106196
APOLLOTYRE.NS,0.002593396347404611,0.034781127559515866
APTUS.NS,0.0003487888202608422,0.022770892225375153
ASAHIINDIA.NS,1.9961539638884892e-05,0.017834526958712797
ASHOKLEY.NS,0.0009683731840905219,0.02693345874261326
ASIANPAINT.NS,-8.770182588055934e-05,0.022383671316215513
ASTERDM.NS,1.0604947764283352e-05,0.018788947971197095
ASTRAZEN.NS,0.0034923468157080683,0.031896062297478794
ASTRAL.NS,-0.0005221680456960793,0.02031155393482009
ATUL.NS,0.00032493684959337873,0.02408976736473677
AUROPHARMA.NS,-0.001185323971320783,0.020645414976991544
AVANTIFEED.NS,-0.000463246438311761,0.021783362310590207
DMART.NS,0.0001638093269916358,0.018514647975369728
AXISBANK.NS,-0.0003028290803665919,0.015549027315804875
BASF.NS,-0.00014508603438429058,0.02431547873282431
BSE.NS,-0.00012763239019321853,0.02193497887877634
